Zip Code,Location
46911,"Amboy, Indiana"
47006,"Batesville, Indiana"
47022,"Guilford, Indiana"
47137,"Leavenworth, Indiana"
47150,"New Albany, Indiana"
47232,"Elizabethtown, Indiana"
47359,"Montpelier, Indiana"
47452,"Orleans, Indiana"
47464,"Stinesville, Indiana"
47654,"Mackey, Indiana"
47683,"Somerville, Indiana"
47855,"Hymera, Indiana"
47868,"Poland, Indiana"
47871,"Riley, Indiana"
47965,"New Market, Indiana"
48026,"Fraser, Michigan"
48027,"Goodells, Michigan"
48091,"Warren, Michigan"
48092,"Warren, Michigan"
48128,"Dearborn, Michigan"
48139,"Hamburg, Michigan"
48211,"Detroit, Michigan"
48312,"Sterling Heights, Michigan"
48322,"West Bloomfield, Michigan"
48323,"West Bloomfield, Michigan"
48455,"Metamora, Michigan"
48737,"Glennie, Michigan"
48760,"Silverwood, Michigan"
48770,"Whittemore, Michigan"
48852,"Mcbrides, Michigan"
49007,"Kalamazoo, Michigan"
49015,"Battle Creek, Michigan"
49037,"Battle Creek, Michigan"
49050,"Dowling, Michigan"
49056,"Grand Junction, Michigan"
49236,"Clinton, Michigan"
49301,"Ada, Michigan"
49616,"Benzonia, Michigan"
49645,"Kaleva, Michigan"
49675,"Onekama, Michigan"
49718,"Carp Lake, Michigan"
49854,"Manistique, Michigan"
49855,"Marquette, Michigan"
49911,"Bessemer, Michigan"
50012,"Ames, Iowa"
50046,"Cambridge, Iowa"
50054,"Colfax, Iowa"
50078,"Ferguson, Iowa"
50206,"New Providence, Iowa"
50257,"Truro, Iowa"
50312,"Des Moines, Iowa"
50322,"Urbandale, Iowa"
50477,"Swaledale, Iowa"
50517,"Bancroft, Iowa"
50523,"Callender, Iowa"
50536,"Emmetsburg, Iowa"
50559,"Lone Rock, Iowa"
50570,"Ottosen, Iowa"
50577,"Renwick, Iowa"
50611,"Bristow, Iowa"
50673,"Stout, Iowa"
50842,"Cromwell, Iowa"
50843,"Cumberland, Iowa"
51025,"Holstein, Iowa"
51039,"Moville, Iowa"
51040,"Onawa, Iowa"
51244,"Matlock, Iowa"
51459,"Ralston, Iowa"
51461,"Schleswig, Iowa"
51529,"Dunlap, Iowa"
51550,"Magnolia, Iowa"
52031,"Bellevue, Iowa"
52208,"Belle Plaine, Iowa"
52219,"Prairieburg, Iowa"
52222,"Deep River, Iowa"
52228,"Fairfax, Iowa"
52533,"Batavia, Iowa"
52542,"Cantril, Iowa"
52593,"Udell, Iowa"
52721,"Bennett, Iowa"
52756,"Long Grove, Iowa"
52757,"Low Moor, Iowa"
52774,"Welton, Iowa"
53001,"Adell, Wisconsin"
53004,"Belgium, Wisconsin"
53069,"Okauchee, Wisconsin"
53120,"East Troy, Wisconsin"
53147,"Lake Geneva, Wisconsin"
53177,"Sturtevant, Wisconsin"
53188,"Waukesha, Wisconsin"
53403,"Racine, Wisconsin"
53525,"Clinton, Wisconsin"
53538,"Fort Atkinson, Wisconsin"
53726,"Madison, Wisconsin"
53802,"Beetown, Wisconsin"
53936,"Grand Marsh, Wisconsin"
53963,"Waupun, Wisconsin"
54171,"Sobieski, Wisconsin"
54174,"Suring, Wisconsin"
54414,"Birnamwood, Wisconsin"
54442,"Irma, Wisconsin"
54447,"Lublin, Wisconsin"
54450,"Mattoon, Wisconsin"
54474,"Rothschild, Wisconsin"
54554,"Phelps, Wisconsin"
54561,"Star Lake, Wisconsin"
54646,"Necedah, Wisconsin"
54657,"Steuben, Wisconsin"
54730,"Colfax, Wisconsin"
54850,"La Pointe, Wisconsin"
54861,"Odanah, Wisconsin"
54874,"South Range, Wisconsin"
54889,"Turtle Lake, Wisconsin"
54911,"Appleton, Wisconsin"
54930,"Coloma, Wisconsin"
55040,"Isanti, Minnesota"
55053,"Nerstrand, Minnesota"
55069,"Rush City, Minnesota"
55082,"Stillwater, Minnesota"
55360,"Mayer, Minnesota"
55382,"South Haven, Minnesota"
55415,"Minneapolis, Minnesota"
55419,"Minneapolis, Minnesota"
55422,"Minneapolis, Minnesota"
55735,"Finlayson, Minnesota"
55779,"Saginaw, Minnesota"
55781,"Side Lake, Minnesota"
55797,"Wrenshall, Minnesota"
55810,"Duluth, Minnesota"
55959,"Minnesota City, Minnesota"
55960,"Oronoco, Minnesota"
55976,"Stewartville, Minnesota"
55982,"Waltham, Minnesota"
56057,"Le Center, Minnesota"
56129,"Ellsworth, Minnesota"
56249,"Holloway, Minnesota"
56316,"Brooten, Minnesota"
56373,"Royalton, Minnesota"
56536,"Felton, Minnesota"
56586,"Underwood, Minnesota"
56601,"Bemidji, Minnesota"
56716,"Crookston, Minnesota"
57012,"Canistota, South Dakota"
57040,"Lesterville, South Dakota"
57051,"Oldham, South Dakota"
57069,"Vermillion, South Dakota"
57279,"Wilmot, South Dakota"
57323,"Carthage, South Dakota"
57371,"Ree Heights, South Dakota"
57646,"Mound City, South Dakota"
57717,"Belle Fourche, South Dakota"
58027,"Enderlin, North Dakota"
58031,"Fingal, North Dakota"
58042,"Harwood, North Dakota"
58231,"Fordville, North Dakota"
58444,"Goodrich, North Dakota"
58712,"Balfour, North Dakota"
7039,"Livingston, New Jersey"
7075,"Wood Ridge, New Jersey"
7110,"Nutley, New Jersey"
7305,"Jersey City, New Jersey"
7422,"Highland Lakes, New Jersey"
7675,"Westwood, New Jersey"
7822,"Augusta, New Jersey"
8511,"Cookstown, New Jersey"
8518,"Florence, New Jersey"
8551,"Ringoes, New Jersey"
8608,"Trenton, New Jersey"
10001,"New York, New York"
10014,"New York, New York"
10024,"New York, New York"
10033,"New York, New York"
10154,"New York, New York"
10310,"Staten Island, New York"
10516,"Cold Spring, New York"
10547,"Mohegan Lake, New York"
10548,"Montrose, New York"
10577,"Purchase, New York"
10583,"Scarsdale, New York"
10595,"Valhalla, New York"
10703,"Yonkers, New York"
10927,"Haverstraw, New York"
10979,"Sterling Forest, New York"
11207,"Brooklyn, New York"
11226,"Brooklyn, New York"
11232,"Brooklyn, New York"
11359,"Bayside, New York"
11362,"Little Neck, New York"
11414,"Howard Beach, New York"
11427,"Queens Village, New York"
11548,"Greenvale, New York"
11566,"Merrick, New York"
11721,"Centerport, New York"
11747,"Melville, New York"
11793,"Wantagh, New York"
11794,"Stony Brook, New York"
11796,"West Sayville, New York"
11957,"Orient, New York"
11970,"South Jamesport, New York"
11973,"Upton, New York"
11976,"Water Mill, New York"
12023,"Berne, New York"
12070,"Fort Johnson, New York"
12115,"Malden Bridge, New York"
12120,"Medusa, New York"
12144,"Rensselaer, New York"
12188,"Waterford, New York"
12203,"Albany, New York"
12222,"Albany, New York"
12439,"Hensonville, New York"
12482,"South Cairo, New York"
12496,"Windham, New York"
12546,"Millerton, New York"
12582,"Stormville, New York"
12589,"Wallkill, New York"
12765,"Neversink, New York"
12926,"Constable, New York"
12960,"Moriah, New York"
12992,"West Chazy, New York"
12997,"Wilmington, New York"
13033,"Cato, New York"
13123,"North Bay, New York"
13305,"Beaver Falls, New York"
13471,"Taberg, New York"
13637,"Evans Mills, New York"
13640,"Wellesley Island, New York"
13660,"Madrid, New York"
13740,"Bovina Center, New York"
13743,"Candor, New York"
13751,"Davenport Center, New York"
13780,"Guilford, New York"
14150,"Tonawanda, New York"
14219,"Buffalo, New York"
14302,"Niagara Falls, New York"
14537,"Port Gibson, New York"
14586,"West Henrietta, New York"
14613,"Rochester, New York"
14723,"Cherry Creek, New York"
14847,"Interlaken, New York"
14871,"Pine City, New York"
15031,"Cuddy, Pennsylvania"
15037,"Elizabeth, Pennsylvania"
15044,"Gibsonia, Pennsylvania"
15049,"Harwick, Pennsylvania"
15074,"Rochester, Pennsylvania"
15205,"Pittsburgh, Pennsylvania"
15317,"Canonsburg, Pennsylvania"
15445,"Hopwood, Pennsylvania"
15521,"Alum Bank, Pennsylvania"
15531,"Boswell, Pennsylvania"
15611,"Adamsburg, Pennsylvania"
15646,"Jones Mills, Pennsylvania"
15742,"Glen Campbell, Pennsylvania"
15745,"Heilwood, Pennsylvania"
15840,"Falls Creek, Pennsylvania"
15857,"Saint Marys, Pennsylvania"
16115,"Darlington, Pennsylvania"
16140,"New Bedford, Pennsylvania"
16217,"Cooksburg, Pennsylvania"
16256,"Smicksburg, Pennsylvania"
16443,"West Springfield, Pennsylvania"
16504,"Erie, Pennsylvania"
16677,"Sandy Ridge, Pennsylvania"
16680,"Smithmill, Pennsylvania"
16826,"Blanchard, Pennsylvania"
16843,"Hyde, Pennsylvania"
16865,"Pennsylvania Furnace, Pennsylvania"
16914,"Columbia Cross Roads, Pennsylvania"
16917,"Covington, Pennsylvania"
16946,"Tioga, Pennsylvania"
17003,"Annville, Pennsylvania"
17024,"Elliottsburg, Pennsylvania"
17087,"Richland, Pennsylvania"
17088,"Schaefferstown, Pennsylvania"
17110,"Harrisburg, Pennsylvania"
17268,"Waynesboro, Pennsylvania"
17347,"Mount Wolf, Pennsylvania"
17350,"New Oxford, Pennsylvania"
17547,"Marietta, Pennsylvania"
17563,"Peach Bottom, Pennsylvania"
17728,"Cogan Station, Pennsylvania"
17772,"Turbotville, Pennsylvania"
17812,"Beaver Springs, Pennsylvania"
17844,"Mifflinburg, Pennsylvania"
17934,"Gilberton, Pennsylvania"
17954,"Minersville, Pennsylvania"
18011,"Alburtis, Pennsylvania"
18035,"Cherryville, Pennsylvania"
18056,"Hereford, Pennsylvania"
18334,"Long Pond, Pennsylvania"
18354,"Sciota, Pennsylvania"
18424,"Gouldsboro, Pennsylvania"
18439,"Lakewood, Pennsylvania"
18843,"South Montrose, Pennsylvania"
19107,"Philadelphia, Pennsylvania"
19150,"Philadelphia, Pennsylvania"
19405,"Bridgeport, Pennsylvania"
19442,"Kimberton, Pennsylvania"
19523,"Geigertown, Pennsylvania"
19534,"Lenhartsville, Pennsylvania"
19535,"Limekiln, Pennsylvania"
19706,"Delaware City, Delaware"
19710,"Montchanin, Delaware"
19732,"Rockland, Delaware"
20003,"Washington, District of Columbia"
20008,"Washington, District of Columbia"
20018,"Washington, District of Columbia"
20121,"Centreville, Virginia"
20603,"Waldorf, Maryland"
20613,"Brandywine, Maryland"
20743,"Capitol Heights, Maryland"
20763,"Savage, Maryland"
20781,"Hyattsville, Maryland"
20855,"Derwood, Maryland"
20903,"Silver Spring, Maryland"
21136,"Reisterstown, Maryland"
21140,"Riva, Maryland"
21155,"Upperco, Maryland"
21217,"Baltimore, Maryland"
21401,"Annapolis, Maryland"
21523,"Bloomington, Maryland"
21531,"Friendsville, Maryland"
21634,"Fishing Creek, Maryland"
21655,"Preston, Maryland"
21719,"Cascade, Maryland"
21750,"Hancock, Maryland"
21793,"Walkersville, Maryland"
22041,"Falls Church, Virginia"
22204,"Arlington, Virginia"
22305,"Alexandria, Virginia"
22624,"Clear Brook, Virginia"
22810,"Basye, Virginia"
22845,"Orkney Springs, Virginia"
22903,"Charlottesville, Virginia"
22911,"Charlottesville, Virginia"
23146,"Rockville, Virginia"
23301,"Accomac, Virginia"
23313,"Capeville, Virginia"
23315,"Carrsville, Virginia"
23336,"Chincoteague Island, Virginia"
23358,"Hacksneck, Virginia"
23416,"Oak Hall, Virginia"
23502,"Norfolk, Virginia"
23510,"Norfolk, Virginia"
23602,"Newport News, Virginia"
23661,"Hampton, Virginia"
23841,"Dinwiddie, Virginia"
23883,"Surry, Virginia"
23915,"Baskerville, Virginia"
23924,"Chase City, Virginia"
23930,"Crewe, Virginia"
23974,"Victoria, Virginia"
24202,"Bristol, Virginia"
24292,"Whitetop, Virginia"
24333,"Galax, Virginia"
24464,"Montebello, Virginia"
24471,"Port Republic, Virginia"
24592,"South Boston, Virginia"
24646,"Rowe, Virginia"
24878,"Premier, West Virginia"
24898,"Wyoming, West Virginia"
24920,"Bartow, West Virginia"
24931,"Crawley, West Virginia"
25043,"Clay, West Virginia"
25067,"East Bank, West Virginia"
25107,"Hernshaw, West Virginia"
25411,"Berkeley Springs, West Virginia"
25437,"Points, West Virginia"
25571,"West Hamlin, West Virginia"
25976,"Meadow Bridge, West Virginia"
25989,"White Oak, West Virginia"
26031,"Benwood, West Virginia"
26101,"Parkersburg, West Virginia"
26136,"Big Bend, West Virginia"
26260,"Davis, West Virginia"
26261,"Richwood, West Virginia"
26267,"Ellamore, West Virginia"
26280,"Mill Creek, West Virginia"
26351,"Glenville, West Virginia"
26415,"Pennsboro, West Virginia"
26559,"Barrackville, West Virginia"
26587,"Rachel, West Virginia"
26590,"Wana, West Virginia"
26621,"Flatwoods, West Virginia"
26681,"Nettie, West Virginia"
27106,"Winston Salem, North Carolina"
27355,"Staley, North Carolina"
27505,"Broadway, North Carolina"
27537,"Henderson, North Carolina"
27562,"New Hill, North Carolina"
27597,"Zebulon, North Carolina"
27705,"Durham, North Carolina"
27834,"Greenville, North Carolina"
27856,"Nashville, North Carolina"
27862,"Pendleton, North Carolina"
27880,"Sims, North Carolina"
28108,"Mineral Springs, North Carolina"
28127,"New London, North Carolina"
28159,"Spencer, North Carolina"
28163,"Stanfield, North Carolina"
28168,"Vale, North Carolina"
28306,"Fayetteville, North Carolina"
28394,"Vass, North Carolina"
28435,"Currie, North Carolina"
28438,"Evergreen, North Carolina"
28611,"Collettsville, North Carolina"
28626,"Fleetwood, North Carolina"
28672,"Scottville, North Carolina"
28711,"Black Mountain, North Carolina"
28721,"Clyde, North Carolina"
28733,"Fontana Dam, North Carolina"
28734,"Franklin, North Carolina"
29001,"Alcolu, South Carolina"
29032,"Cassatt, South Carolina"
29323,"Chesnee, South Carolina"
29331,"Cross Anchor, South Carolina"
29364,"Lockhart, South Carolina"
29451,"Isle Of Palms, South Carolina"
29456,"Ladson, South Carolina"
29485,"Summerville, South Carolina"
29492,"Charleston, South Carolina"
29591,"Scranton, South Carolina"
29609,"Greenville, South Carolina"
29635,"Cleveland, South Carolina"
29812,"Barnwell, South Carolina"
29856,"Windsor, South Carolina"
30164,"Rome, Georgia"
30220,"Grantville, Georgia"
30224,"Griffin, Georgia"
30257,"Milner, Georgia"
30258,"Molena, Georgia"
30277,"Sharpsburg, Georgia"
30308,"Atlanta, Georgia"
30346,"Atlanta, Georgia"
30471,"Twin City, Georgia"
30552,"Lakemont, Georgia"
30607,"Athens, Georgia"
30650,"Madison, Georgia"
30656,"Monroe, Georgia"
30701,"Calhoun, Georgia"
30901,"Augusta, Georgia"
728,"Ponce, Puerto Rico"
780,"Coto Laurel, Puerto Rico"
936,"San Juan, Puerto Rico"
949,"Toa Baja, Puerto Rico"
1007,"Belchertown, Massachusetts"
1057,"Monson, Massachusetts"
1105,"Springfield, Massachusetts"
1339,"Charlemont, Massachusetts"
1360,"Northfield, Massachusetts"
1368,"Royalston, Massachusetts"
1452,"Hubbardston, Massachusetts"
1752,"Marlborough, Massachusetts"
1930,"Gloucester, Massachusetts"
2025,"Cohasset, Massachusetts"
2176,"Melrose, Massachusetts"
2301,"Brockton, Massachusetts"
2338,"Halifax, Massachusetts"
2494,"Needham Heights, Massachusetts"
2642,"Eastham, Massachusetts"
2646,"Harwich Port, Massachusetts"
2804,"Ashaway, Rhode Island"
3036,"Chester, New Hampshire"
3223,"Campton, New Hampshire"
3304,"Bow, New Hampshire"
3602,"Alstead, New Hampshire"
3771,"Monroe, New Hampshire"
3773,"Newport, New Hampshire"
3884,"Strafford, New Hampshire"
4006,"Biddeford Pool, Maine"
4027,"Lebanon, Maine"
4074,"Scarborough, Maine"
4084,"Standish, Maine"
4219,"Bryant Pond, Maine"
4281,"South Paris, Maine"
4364,"Winthrop, Maine"
4412,"Brewer, Maine"
4539,"Bristol, Maine"
4578,"Wiscasset, Maine"
4628,"Dennysville, Maine"
4640,"Hancock, Maine"
4745,"Frenchville, Maine"
4746,"Grand Isle, Maine"
4851,"Matinicus, Maine"
4926,"China Village, Maine"
4929,"Detroit, Maine"
4939,"Garland, Maine"
4978,"Smithfield, Maine"
4987,"Troy, Maine"
5454,"Fairfax, Vermont"
5489,"Underhill, Vermont"
5663,"Northfield, Vermont"
5740,"East Middlebury, Vermont"
5822,"Barton, Vermont"
5873,"West Danville, Vermont"
6066,"Vernon Rockville, Connecticut"
6082,"Enfield, Connecticut"
6110,"West Hartford, Connecticut"
6234,"Brooklyn, Connecticut"
6373,"Oneco, Connecticut"
6378,"Stonington, Connecticut"
6385,"Waterford, Connecticut"
6451,"Meriden, Connecticut"
6475,"Old Saybrook, Connecticut"
6498,"Westbrook, Connecticut"
6796,"West Cornwall, Connecticut"
6906,"Stamford, Connecticut"
7001,"Avenel, New Jersey"
7405,"Butler, New Jersey"
7869,"Randolph, New Jersey"
8009,"Berlin, New Jersey"
8028,"Glassboro, New Jersey"
8243,"Sea Isle City, New Jersey"
8346,"Newtonville, New Jersey"
8350,"Richland, New Jersey"
8736,"Manasquan, New Jersey"
59025,"Decker, Montana"
59028,"Fishtail, Montana"
59242,"Homestead, Montana"
59339,"Lindsay, Montana"
59353,"Wibaux, Montana"
59433,"Dutton, Montana"
59472,"Sand Coulee, Montana"
59522,"Chester, Montana"
59636,"Fort Harrison, Montana"
59825,"Clinton, Montana"
59925,"Marion, Montana"
59929,"Proctor, Montana"
60030,"Grayslake, Illinois"
60031,"Gurnee, Illinois"
60034,"Hebron, Illinois"
60084,"Wauconda, Illinois"
60452,"Oak Forest, Illinois"
60543,"Oswego, Illinois"
60551,"Sheridan, Illinois"
60553,"Steward, Illinois"
60607,"Chicago, Illinois"
60634,"Chicago, Illinois"
60654,"Chicago, Illinois"
60913,"Bonfield, Illinois"
60918,"Buckley, Illinois"
60964,"Saint Anne, Illinois"
61044,"Kent, Illinois"
61050,"McConnell, Illinois"
61054,"Mount Morris, Illinois"
61230,"Albany, Illinois"
61256,"Hampton, Illinois"
61337,"Malden, Illinois"
61341,"Marseilles, Illinois"
61430,"East Galesburg, Illinois"
61450,"La Harpe, Illinois"
61491,"Wyoming, Illinois"
61553,"Norris, Illinois"
61606,"Peoria, Illinois"
61701,"Bloomington, Illinois"
61777,"Wapella, Illinois"
61875,"Seymour, Illinois"
61913,"Atwood, Illinois"
61943,"Oakland, Illinois"
61944,"Paris, Illinois"
62023,"Eagarville, Illinois"
62024,"East Alton, Illinois"
62034,"Glen Carbon, Illinois"
62075,"Nokomis, Illinois"
62206,"East Saint Louis, Illinois"
62241,"Ellis Grove, Illinois"
62244,"Fults, Illinois"
62355,"Nebo, Illinois"
62421,"Claremont, Illinois"
62444,"Mode, Illinois"
62450,"Olney, Illinois"
62514,"Boody, Illinois"
62570,"Tovey, Illinois"
62638,"Franklin, Illinois"
62830,"Dix, Illinois"
62842,"Geff, Illinois"
62864,"Mount Vernon, Illinois"
62895,"Wayne City, Illinois"
62917,"Carrier Mills, Illinois"
62990,"Thebes, Illinois"
62997,"Willisville, Illinois"
63005,"Chesterfield, Missouri"
63033,"Florissant, Missouri"
63068,"New Haven, Missouri"
63080,"Sullivan, Missouri"
63102,"Saint Louis, Missouri"
63130,"Saint Louis, Missouri"
63133,"Saint Louis, Missouri"
63348,"Foristell, Missouri"
63366,"O'Fallon, Missouri"
63443,"Hunnewell, Missouri"
63447,"La Belle, Missouri"
63534,"Callao, Missouri"
63666,"Reynolds, Missouri"
63760,"Leopold, Missouri"
63934,"Clubb, Missouri"
64052,"Independence, Missouri"
64076,"Odessa, Missouri"
64138,"Kansas City, Missouri"
64154,"Kansas City, Missouri"
64444,"Edgerton, Missouri"
64480,"Rea, Missouri"
64652,"Laredo, Missouri"
64744,"El Dorado Springs, Missouri"
64842,"Fairview, Missouri"
65065,"Osage Beach, Missouri"
65231,"Auxvasse, Missouri"
65248,"Fayette, Missouri"
65609,"Bakersfield, Missouri"
65620,"Bruner, Missouri"
65641,"Eagle Rock, Missouri"
65802,"Springfield, Missouri"
66093,"Westphalia, Kansas"
66211,"Leawood, Kansas"
66212,"Overland Park, Kansas"
66432,"Havensville, Kansas"
66438,"Home, Kansas"
66451,"Lyndon, Kansas"
66514,"Milford, Kansas"
66518,"Oketo, Kansas"
66526,"Paxico, Kansas"
66538,"Seneca, Kansas"
66540,"Soldier, Kansas"
66615,"Topeka, Kansas"
66748,"Humboldt, Kansas"
66773,"Scammon, Kansas"
66852,"Gridley, Kansas"
66857,"Le Roy, Kansas"
66941,"Esbon, Kansas"
66948,"Jamestown, Kansas"
66970,"Webber, Kansas"
67030,"Colwich, Kansas"
67037,"Derby, Kansas"
67066,"Iuka, Kansas"
67112,"Nashville, Kansas"
67347,"Havana, Kansas"
67448,"Gypsum, Kansas"
67484,"Tescott, Kansas"
67491,"Windom, Kansas"
67651,"Natoma, Kansas"
67657,"Palco, Kansas"
67659,"Penokee, Kansas"
67661,"Phillipsburg, Kansas"
67757,"Selden, Kansas"
67863,"Marienthal, Kansas"
67953,"Richfield, Kansas"
68033,"Ithaca, Nebraska"
68064,"Valley, Nebraska"
68072,"Winslow, Nebraska"
68157,"Omaha, Nebraska"
68318,"Blue Springs, Nebraska"
68328,"Clatonia, Nebraska"
68329,"Cook, Nebraska"
68337,"Dawson, Nebraska"
68347,"Eagle, Nebraska"
68366,"Greenwood, Nebraska"
68416,"Ohiowa, Nebraska"
68417,"Otoe, Nebraska"
68423,"Pleasant Dale, Nebraska"
68439,"Staplehurst, Nebraska"
68447,"Table Rock, Nebraska"
68711,"Amelia, Nebraska"
68780,"Stuart, Nebraska"
68876,"Shelton, Nebraska"
68922,"Arapahoe, Nebraska"
68927,"Bertrand, Nebraska"
69351,"Lakeside, Nebraska"
70393,"Plattenville, Louisiana"
70458,"Slidell, Louisiana"
70525,"Church Point, Louisiana"
70528,"Delcambre, Louisiana"
70586,"Ville Platte, Louisiana"
70631,"Cameron, Louisiana"
70646,"Hayes, Louisiana"
70654,"Mittie, Louisiana"
70736,"Glynn, Louisiana"
70760,"New Roads, Louisiana"
70782,"Tunica, Louisiana"
71108,"Shreveport, Louisiana"
71223,"Bonita, Louisiana"
71233,"Delta, Louisiana"
71272,"Ruston, Louisiana"
71403,"Anacoco, Louisiana"
71409,"Boyce, Louisiana"
71439,"Hornbeck, Louisiana"
71602,"White Hall, Arkansas"
71740,"Emerson, Arkansas"
71745,"Harrell, Arkansas"
71858,"Rosston, Arkansas"
71937,"Cove, Arkansas"
71999,"Arkadelphia, Arkansas"
72030,"Cleveland, Arkansas"
72044,"Edgemont, Arkansas"
72130,"Prim, Arkansas"
72169,"Tupelo, Arkansas"
72322,"Caldwell, Arkansas"
72415,"Black Rock, Arkansas"
72416,"Bono, Arkansas"
72429,"Fisher, Arkansas"
72437,"Lake City, Arkansas"
72532,"Evening Shade, Arkansas"
72567,"Pleasant Grove, Arkansas"
72714,"Bella Vista, Arkansas"
72738,"Hindsville, Arkansas"
72756,"Rogers, Arkansas"
72801,"Russellville, Arkansas"
72838,"Gravelly, Arkansas"
72943,"Magazine, Arkansas"
73015,"Carnegie, Oklahoma"
73033,"Eakly, Oklahoma"
73041,"Gotebo, Oklahoma"
73073,"Orlando, Oklahoma"
73111,"Oklahoma City, Oklahoma"
73165,"Oklahoma City, Oklahoma"
73442,"Loco, Oklahoma"
73444,"Hennepin, Oklahoma"
73459,"Thackerville, Oklahoma"
73555,"Manitou, Oklahoma"
73568,"Temple, Oklahoma"
73662,"Sayre, Oklahoma"
73738,"Garber, Oklahoma"
73739,"Goltry, Oklahoma"
74003,"Bartlesville, Oklahoma"
74132,"Tulsa, Oklahoma"
74365,"Salina, Oklahoma"
74434,"Fort Gibson, Oklahoma"
74470,"Webbers Falls, Oklahoma"
74633,"Burbank, Oklahoma"
74730,"Calera, Oklahoma"
74829,"Boley, Oklahoma"
74834,"Chandler, Oklahoma"
74875,"Tryon, Oklahoma"
74883,"Wetumka, Oklahoma"
75063,"Irving, Texas"
75101,"Bardwell, Texas"
75155,"Rice, Texas"
75216,"Dallas, Texas"
75244,"Dallas, Texas"
75246,"Dallas, Texas"
75413,"Bailey, Texas"
75480,"Scroggins, Texas"
75604,"Longview, Texas"
75785,"Rusk, Texas"
76001,"Arlington, Texas"
76070,"Nemo, Texas"
76103,"Fort Worth, Texas"
76210,"Denton, Texas"
76238,"Era, Texas"
76239,"Forestburg, Texas"
76250,"Lindsay, Texas"
76357,"Byers, Texas"
76448,"Eastland, Texas"
76484,"Palo Pinto, Texas"
76502,"Temple, Texas"
76541,"Killeen, Texas"
76542,"Killeen, Texas"
76543,"Killeen, Texas"
76571,"Salado, Texas"
76622,"Aquilla, Texas"
77005,"Houston, Texas"
77025,"Houston, Texas"
77047,"Houston, Texas"
77068,"Houston, Texas"
77070,"Houston, Texas"
77074,"Houston, Texas"
77336,"Huffman, Texas"
77345,"Kingwood, Texas"
77498,"Sugar Land, Texas"
77551,"Galveston, Texas"
77615,"Evadale, Texas"
77661,"Stowell, Texas"
77865,"Marquez, Texas"
77982,"Port O'Connor, Texas"
77983,"Seadrift, Texas"
78058,"Mountain Home, Texas"
78152,"Saint Hedwig, Texas"
78208,"San Antonio, Texas"
78338,"Armstrong, Texas"
78393,"Woodsboro, Texas"
78412,"Corpus Christi, Texas"
78569,"Lyford, Texas"
78586,"San Benito, Texas"
78593,"Santa Rosa, Texas"
78602,"Bastrop, Texas"
78628,"Georgetown, Texas"
78640,"Kyle, Texas"
78676,"Wimberley, Texas"
78727,"Austin, Texas"
78752,"Austin, Texas"
78843,"Laughlin Afb, Texas"
78941,"Flatonia, Texas"
79016,"Canyon, Texas"
79110,"Amarillo, Texas"
79229,"Dickens, Texas"
79325,"Farwell, Texas"
79355,"Plains, Texas"
79357,"Ralls, Texas"
79366,"Ransom Canyon, Texas"
79535,"Maryneal, Texas"
79764,"Odessa, Texas"
80013,"Aurora, Colorado"
80246,"Denver, Colorado"
80260,"Denver, Colorado"
80426,"Burns, Colorado"
80475,"Shawnee, Colorado"
80504,"Longmont, Colorado"
80538,"Loveland, Colorado"
80621,"Fort Lupton, Colorado"
80642,"Hudson, Colorado"
80727,"Eckley, Colorado"
80728,"Fleming, Colorado"
80805,"Bethune, Colorado"
80834,"Seibert, Colorado"
80902,"Colorado Springs, Colorado"
81007,"Pueblo, Colorado"
81052,"Lamar, Colorado"
81073,"Springfield, Colorado"
81212,"Canon City, Colorado"
81227,"Monarch, Colorado"
81610,"Dinosaur, Colorado"
82223,"Lingle, Wyoming"
82523,"Pavillion, Wyoming"
82620,"Alcova, Wyoming"
83253,"May, Idaho"
83323,"Declo, Idaho"
83332,"Hagerman, Idaho"
83404,"Idaho Falls, Idaho"
83424,"Felt, Idaho"
83530,"Grangeville, Idaho"
83677,"Yellow Pine, Idaho"
83709,"Boise, Idaho"
83712,"Boise, Idaho"
84038,"Laketown, Utah"
84041,"Layton, Utah"
84064,"Randolph, Utah"
84087,"Woods Cross, Utah"
84112,"Salt Lake City, Utah"
84401,"Ogden, Utah"
84724,"Elsinore, Utah"
84752,"Minersville, Utah"
85022,"Phoenix, Arizona"
85256,"Scottsdale, Arizona"
85308,"Glendale, Arizona"
85323,"Avondale, Arizona"
85354,"Tonopah, Arizona"
85362,"Yarnell, Arizona"
85373,"Sun City, Arizona"
85390,"Wickenburg, Arizona"
85541,"Payson, Arizona"
85616,"Huachuca City, Arizona"
85715,"Tucson, Arizona"
85936,"Saint Johns, Arizona"
86320,"Ash Fork, Arizona"
86334,"Paulden, Arizona"
86403,"Lake Havasu City, Arizona"
87112,"Albuquerque, New Mexico"
87316,"Fort Wingate, New Mexico"
87357,"Pinehill, New Mexico"
88008,"Santa Teresa, New Mexico"
88242,"Hobbs, New Mexico"
89001,"Alamo, Nevada"
89002,"Henderson, Nevada"
89311,"Baker, Nevada"
89415,"Hawthorne, Nevada"
89423,"Minden, Nevada"
89424,"Nixon, Nevada"
89502,"Reno, Nevada"
89832,"Owyhee, Nevada"
31020,"Dry Branch, Georgia"
31036,"Hawkinsville, Georgia"
31051,"Lilly, Georgia"
31060,"Milan, Georgia"
31076,"Reynolds, Georgia"
